"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_001MA","B25003_001EA","B25003_002E","B25003_002M","B25003_002MA","B25003_002EA","B25003_003E","B25003_003EA","B25003_003M","B25003_003MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Annotation of Margin of Error!!Total!!Owner occupied","Annotation of Estimate!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Annotation of Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied","Annotation of Margin of Error!!Total!!Renter occupied",
"1400000US42101021100","Census Tract 211, Philadelphia County, Pennsylvania","1115","75","null","null","717","102","null","null","398","null","100","null",
"1400000US42101021200","Census Tract 212, Philadelphia County, Pennsylvania","931","89","null","null","555","61","null","null","376","null","81","null",
"1400000US42101021300","Census Tract 213, Philadelphia County, Pennsylvania","1299","129","null","null","844","119","null","null","455","null","118","null",
"1400000US42101021400","Census Tract 214, Philadelphia County, Pennsylvania","1474","152","null","null","584","122","null","null","890","null","132","null",
"1400000US42101021500","Census Tract 215, Philadelphia County, Pennsylvania","1497","125","null","null","1010","99","null","null","487","null","124","null",
"1400000US42101021600","Census Tract 216, Philadelphia County, Pennsylvania","660","106","null","null","360","82","null","null","300","null","106","null",
"1400000US42101021700","Census Tract 217, Philadelphia County, Pennsylvania","2275","112","null","null","1879","136","null","null","396","null","119","null",
"1400000US42101021800","Census Tract 218, Philadelphia County, Pennsylvania","1974","204","null","null","501","96","null","null","1473","null","178","null",
"1400000US42101021900","Census Tract 219, Philadelphia County, Pennsylvania","761","83","null","null","509","68","null","null","252","null","83","null",
"1400000US42101022000","Census Tract 220, Philadelphia County, Pennsylvania","663","80","null","null","402","61","null","null","261","null","67","null",
"1400000US42101023100","Census Tract 231, Philadelphia County, Pennsylvania","498","62","null","null","334","76","null","null","164","null","81","null",
"1400000US42101023500","Census Tract 235, Philadelphia County, Pennsylvania","554","57","null","null","320","79","null","null","234","null","81","null",
"1400000US42101023600","Census Tract 236, Philadelphia County, Pennsylvania","1043","106","null","null","669","82","null","null","374","null","99","null",
"1400000US42101023700","Census Tract 237, Philadelphia County, Pennsylvania","2070","171","null","null","842","175","null","null","1228","null","200","null",
"1400000US42101023800","Census Tract 238, Philadelphia County, Pennsylvania","1985","188","null","null","761","142","null","null","1224","null","213","null",
"1400000US42101023900","Census Tract 239, Philadelphia County, Pennsylvania","1109","120","null","null","132","66","null","null","977","null","131","null",
"1400000US42101024000","Census Tract 240, Philadelphia County, Pennsylvania","1847","159","null","null","547","103","null","null","1300","null","170","null",
"1400000US42101024100","Census Tract 241, Philadelphia County, Pennsylvania","550","104","null","null","19","21","null","null","531","null","105","null",
"1400000US42101024200","Census Tract 242, Philadelphia County, Pennsylvania","1460","152","null","null","697","103","null","null","763","null","165","null",
"1400000US42101024300","Census Tract 243, Philadelphia County, Pennsylvania","1687","131","null","null","780","159","null","null","907","null","170","null",
"1400000US42101024400","Census Tract 244, Philadelphia County, Pennsylvania","1057","114","null","null","712","112","null","null","345","null","126","null",
"1400000US42101024500","Census Tract 245, Philadelphia County, Pennsylvania","1428","146","null","null","638","143","null","null","790","null","148","null",
"1400000US42101024600","Census Tract 246, Philadelphia County, Pennsylvania","1103","123","null","null","284","103","null","null","819","null","147","null",
"1400000US42101024700","Census Tract 247, Philadelphia County, Pennsylvania","1427","165","null","null","887","146","null","null","540","null","140","null",
"1400000US42101024800","Census Tract 248, Philadelphia County, Pennsylvania","744","76","null","null","496","97","null","null","248","null","95","null",
"1400000US42101024900","Census Tract 249, Philadelphia County, Pennsylvania","1041","133","null","null","692","114","null","null","349","null","128","null",
"1400000US42101025200","Census Tract 252, Philadelphia County, Pennsylvania","2534","226","null","null","1424","190","null","null","1110","null","232","null",
"1400000US42101025300","Census Tract 253, Philadelphia County, Pennsylvania","1372","174","null","null","864","147","null","null","508","null","157","null",
"1400000US42101025400","Census Tract 254, Philadelphia County, Pennsylvania","1625","167","null","null","1199","155","null","null","426","null","118","null",
"1400000US42101025500","Census Tract 255, Philadelphia County, Pennsylvania","1029","87","null","null","803","122","null","null","226","null","113","null",
"1400000US42101025600","Census Tract 256, Philadelphia County, Pennsylvania","1034","103","null","null","743","67","null","null","291","null","96","null",
"1400000US42101025700","Census Tract 257, Philadelphia County, Pennsylvania","1634","125","null","null","484","96","null","null","1150","null","143","null",
"1400000US42101025800","Census Tract 258, Philadelphia County, Pennsylvania","747","73","null","null","603","119","null","null","144","null","87","null",
"1400000US42101025900","Census Tract 259, Philadelphia County, Pennsylvania","1978","131","null","null","1493","204","null","null","485","null","183","null",
"1400000US42101026000","Census Tract 260, Philadelphia County, Pennsylvania","1105","111","null","null","979","134","null","null","126","null","80","null",
"1400000US42101026100","Census Tract 261, Philadelphia County, Pennsylvania","1400","91","null","null","1076","121","null","null","324","null","110","null",
"1400000US42101026200","Census Tract 262, Philadelphia County, Pennsylvania","1778","117","null","null","1406","152","null","null","372","null","152","null",
"1400000US42101026301","Census Tract 263.01, Philadelphia County, Pennsylvania","1574","76","null","null","1303","106","null","null","271","null","97","null",
"1400000US42101026302","Census Tract 263.02, Philadelphia County, Pennsylvania","1828","195","null","null","1458","194","null","null","370","null","169","null",
"1400000US42101026400","Census Tract 264, Philadelphia County, Pennsylvania","2069","151","null","null","1540","169","null","null","529","null","187","null",
"1400000US42101026500","Census Tract 265, Philadelphia County, Pennsylvania","1657","121","null","null","1196","136","null","null","461","null","135","null",
"1400000US42101026600","Census Tract 266, Philadelphia County, Pennsylvania","2416","175","null","null","2073","226","null","null","343","null","169","null",
"1400000US42101026700","Census Tract 267, Philadelphia County, Pennsylvania","2698","161","null","null","2144","211","null","null","554","null","166","null",
"1400000US42101026800","Census Tract 268, Philadelphia County, Pennsylvania","1912","95","null","null","657","116","null","null","1255","null","146","null",
"1400000US42101026900","Census Tract 269, Philadelphia County, Pennsylvania","728","67","null","null","389","61","null","null","339","null","90","null",
"1400000US42101027000","Census Tract 270, Philadelphia County, Pennsylvania","878","79","null","null","522","102","null","null","356","null","109","null",
"1400000US42101027100","Census Tract 271, Philadelphia County, Pennsylvania","944","58","null","null","704","95","null","null","240","null","106","null",
"1400000US42101027200","Census Tract 272, Philadelphia County, Pennsylvania","1867","90","null","null","1135","141","null","null","732","null","158","null",
"1400000US42101027300","Census Tract 273, Philadelphia County, Pennsylvania","2115","111","null","null","1707","163","null","null","408","null","142","null",
"1400000US42101027401","Census Tract 274.01, Philadelphia County, Pennsylvania","1136","116","null","null","586","111","null","null","550","null","134","null",
"1400000US42101027402","Census Tract 274.02, Philadelphia County, Pennsylvania","2306","138","null","null","1632","210","null","null","674","null","244","null",
"1400000US42101027500","Census Tract 275, Philadelphia County, Pennsylvania","1560","111","null","null","1057","115","null","null","503","null","137","null",
"1400000US42101027600","Census Tract 276, Philadelphia County, Pennsylvania","1623","112","null","null","754","114","null","null","869","null","147","null",
"1400000US42101027700","Census Tract 277, Philadelphia County, Pennsylvania","1809","155","null","null","986","164","null","null","823","null","193","null",
"1400000US42101027800","Census Tract 278, Philadelphia County, Pennsylvania","2076","180","null","null","1005","153","null","null","1071","null","202","null",
"1400000US42101027901","Census Tract 279.01, Philadelphia County, Pennsylvania","1324","146","null","null","869","140","null","null","455","null","140","null",
"1400000US42101027902","Census Tract 279.02, Philadelphia County, Pennsylvania","987","126","null","null","552","132","null","null","435","null","136","null",
"1400000US42101028000","Census Tract 280, Philadelphia County, Pennsylvania","1737","118","null","null","1096","159","null","null","641","null","175","null",
"1400000US42101028100","Census Tract 281, Philadelphia County, Pennsylvania","1397","109","null","null","1043","124","null","null","354","null","137","null",
"1400000US42101028200","Census Tract 282, Philadelphia County, Pennsylvania","1918","139","null","null","925","137","null","null","993","null","153","null",
"1400000US42101028300","Census Tract 283, Philadelphia County, Pennsylvania","2179","162","null","null","1142","180","null","null","1037","null","201","null",
"1400000US42101028400","Census Tract 284, Philadelphia County, Pennsylvania","1348","105","null","null","689","126","null","null","659","null","138","null",
"1400000US42101028500","Census Tract 285, Philadelphia County, Pennsylvania","802","88","null","null","446","95","null","null","356","null","94","null",
"1400000US42101028600","Census Tract 286, Philadelphia County, Pennsylvania","2258","160","null","null","1201","221","null","null","1057","null","237","null",
"1400000US42101028700","Census Tract 287, Philadelphia County, Pennsylvania","751","78","null","null","374","93","null","null","377","null","98","null",
"1400000US42101028800","Census Tract 288, Philadelphia County, Pennsylvania","1382","109","null","null","736","147","null","null","646","null","153","null",
"1400000US42101028901","Census Tract 289.01, Philadelphia County, Pennsylvania","1229","120","null","null","787","180","null","null","442","null","188","null",
"1400000US42101028902","Census Tract 289.02, Philadelphia County, Pennsylvania","1811","145","null","null","1124","203","null","null","687","null","166","null",
"1400000US42101029000","Census Tract 290, Philadelphia County, Pennsylvania","1910","126","null","null","1064","158","null","null","846","null","176","null",
"1400000US42101029100","Census Tract 291, Philadelphia County, Pennsylvania","1504","132","null","null","718","134","null","null","786","null","151","null",
"1400000US42101029200","Census Tract 292, Philadelphia County, Pennsylvania","1287","108","null","null","851","135","null","null","436","null","135","null",
"1400000US42101029300","Census Tract 293, Philadelphia County, Pennsylvania","948","101","null","null","418","105","null","null","530","null","115","null",
"1400000US42101029400","Census Tract 294, Philadelphia County, Pennsylvania","1089","132","null","null","717","135","null","null","372","null","122","null",
"1400000US42101029800","Census Tract 298, Philadelphia County, Pennsylvania","1707","108","null","null","834","139","null","null","873","null","142","null",
"1400000US42101029900","Census Tract 299, Philadelphia County, Pennsylvania","1623","102","null","null","753","135","null","null","870","null","153","null",
"1400000US42101030000","Census Tract 300, Philadelphia County, Pennsylvania","2531","149","null","null","789","158","null","null","1742","null","206","null",
"1400000US42101030100","Census Tract 301, Philadelphia County, Pennsylvania","2030","187","null","null","1026","119","null","null","1004","null","178","null",
"1400000US42101030200","Census Tract 302, Philadelphia County, Pennsylvania","2519","150","null","null","1822","194","null","null","697","null","198","null",
"1400000US42101030501","Census Tract 305.01, Philadelphia County, Pennsylvania","1769","152","null","null","1320","173","null","null","449","null","181","null",
"1400000US42101030502","Census Tract 305.02, Philadelphia County, Pennsylvania","2075","115","null","null","1599","158","null","null","476","null","182","null",
"1400000US42101030600","Census Tract 306, Philadelphia County, Pennsylvania","2650","150","null","null","1507","196","null","null","1143","null","208","null",
"1400000US42101030700","Census Tract 307, Philadelphia County, Pennsylvania","1329","124","null","null","590","92","null","null","739","null","123","null",
"1400000US42101030800","Census Tract 308, Philadelphia County, Pennsylvania","1712","89","null","null","1172","177","null","null","540","null","170","null",
"1400000US42101030900","Census Tract 309, Philadelphia County, Pennsylvania","1313","83","null","null","704","111","null","null","609","null","119","null",
"1400000US42101031000","Census Tract 310, Philadelphia County, Pennsylvania","2131","119","null","null","1561","175","null","null","570","null","190","null",
"1400000US42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania","1516","108","null","null","1051","155","null","null","465","null","152","null",
"1400000US42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania","1439","102","null","null","1048","155","null","null","391","null","170","null",
"1400000US42101031200","Census Tract 312, Philadelphia County, Pennsylvania","1626","96","null","null","722","135","null","null","904","null","144","null",
"1400000US42101031300","Census Tract 313, Philadelphia County, Pennsylvania","2251","111","null","null","1176","157","null","null","1075","null","177","null",
"1400000US42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","2169","93","null","null","1045","129","null","null","1124","null","150","null",
"1400000US42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","1756","105","null","null","1245","145","null","null","511","null","110","null",
"1400000US42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","2335","78","null","null","1621","157","null","null","714","null","170","null",
"1400000US42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","1484","104","null","null","912","119","null","null","572","null","127","null",
"1400000US42101031600","Census Tract 316, Philadelphia County, Pennsylvania","2049","133","null","null","1595","162","null","null","454","null","121","null",
"1400000US42101031700","Census Tract 317, Philadelphia County, Pennsylvania","2174","128","null","null","1586","195","null","null","588","null","205","null",
"1400000US42101031800","Census Tract 318, Philadelphia County, Pennsylvania","1477","60","null","null","920","120","null","null","557","null","129","null",
"1400000US42101031900","Census Tract 319, Philadelphia County, Pennsylvania","1639","131","null","null","1033","146","null","null","606","null","165","null",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","2545","129","null","null","1584","194","null","null","961","null","220","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","1509","75","null","null","852","147","null","null","657","null","153","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","1281","121","null","null","613","117","null","null","668","null","129","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","2004","166","null","null","1113","142","null","null","891","null","155","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","2482","156","null","null","1748","158","null","null","734","null","183","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","1666","110","null","null","939","118","null","null","727","null","133","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","2713","121","null","null","2061","177","null","null","652","null","199","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","1877","102","null","null","1441","152","null","null","436","null","185","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","1618","128","null","null","938","140","null","null","680","null","166","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","988","45","null","null","835","48","null","null","153","null","54","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","1628","79","null","null","990","108","null","null","638","null","120","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","1887","122","null","null","933","138","null","null","954","null","150","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","1360","93","null","null","976","110","null","null","384","null","126","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","2641","172","null","null","1213","172","null","null","1428","null","201","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","2143","138","null","null","1041","125","null","null","1102","null","166","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","1960","74","null","null","1569","138","null","null","391","null","133","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","2419","130","null","null","1535","152","null","null","884","null","168","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","1198","84","null","null","812","94","null","null","386","null","113","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","1071","29","null","null","951","46","null","null","120","null","47","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","2382","113","null","null","1352","143","null","null","1030","null","153","null",
"1400000US42101034200","Census Tract 342, Philadelphia County, Pennsylvania","1389","91","null","null","664","84","null","null","725","null","111","null",
"1400000US42101034400","Census Tract 344, Philadelphia County, Pennsylvania","2508","113","null","null","2327","107","null","null","181","null","88","null",
"1400000US42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","1737","105","null","null","232","70","null","null","1505","null","117","null",
"1400000US42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","2209","153","null","null","871","193","null","null","1338","null","212","null",
"1400000US42101034600","Census Tract 346, Philadelphia County, Pennsylvania","1168","77","null","null","233","80","null","null","935","null","94","null",
"1400000US42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","2412","118","null","null","1820","145","null","null","592","null","159","null",
"1400000US42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","1429","26","null","null","1248","73","null","null","181","null","67","null",
"1400000US42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","1882","82","null","null","860","117","null","null","1022","null","130","null",
"1400000US42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","2162","118","null","null","1082","152","null","null","1080","null","179","null",
"1400000US42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","1694","86","null","null","1342","88","null","null","352","null","103","null",
"1400000US42101034900","Census Tract 349, Philadelphia County, Pennsylvania","2084","181","null","null","1141","158","null","null","943","null","221","null",
"1400000US42101035100","Census Tract 351, Philadelphia County, Pennsylvania","1948","163","null","null","1275","136","null","null","673","null","133","null",
"1400000US42101035200","Census Tract 352, Philadelphia County, Pennsylvania","1709","78","null","null","1371","92","null","null","338","null","87","null",
"1400000US42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","1974","46","null","null","1720","103","null","null","254","null","92","null",
"1400000US42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","1856","78","null","null","1253","132","null","null","603","null","126","null",
"1400000US42101035500","Census Tract 355, Philadelphia County, Pennsylvania","2865","126","null","null","1956","176","null","null","909","null","192","null",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","2267","112","null","null","1577","134","null","null","690","null","121","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","1232","75","null","null","883","74","null","null","349","null","94","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","1930","123","null","null","705","132","null","null","1225","null","127","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","1476","136","null","null","525","166","null","null","951","null","187","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","2222","94","null","null","2079","120","null","null","143","null","103","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","2043","117","null","null","1424","141","null","null","619","null","114","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","975","107","null","null","616","73","null","null","359","null","93","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","1517","71","null","null","964","92","null","null","553","null","112","null",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","1998","84","null","null","1407","117","null","null","591","null","115","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","2222","114","null","null","1967","122","null","null","255","null","119","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","1738","105","null","null","1534","150","null","null","204","null","109","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","1292","79","null","null","1055","72","null","null","237","null","71","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","1210","114","null","null","928","135","null","null","282","null","112","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","2288","114","null","null","2117","121","null","null","171","null","87","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","13","21","null","null","13","21","null","null","0","null","109","null",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","2157","120","null","null","1221","117","null","null","936","null","161","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","1284","115","null","null","1110","124","null","null","174","null","113","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","703","112","null","null","444","95","null","null","259","null","93","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","1195","118","null","null","608","104","null","null","587","null","122","null",
"1400000US42101036900","Census Tract 369, Philadelphia County, Pennsylvania","717","94","null","null","0","109","null","null","717","null","94","null",
"1400000US42101037200","Census Tract 372, Philadelphia County, Pennsylvania","1708","91","null","null","1377","112","null","null","331","null","97","null",
"1400000US42101037300","Census Tract 373, Philadelphia County, Pennsylvania","1912","194","null","null","1287","110","null","null","625","null","163","null",
"1400000US42101037500","Census Tract 375, Philadelphia County, Pennsylvania","1498","112","null","null","810","118","null","null","688","null","129","null",
"1400000US42101037600","Census Tract 376, Philadelphia County, Pennsylvania","853","120","null","null","186","59","null","null","667","null","130","null",
"1400000US42101037700","Census Tract 377, Philadelphia County, Pennsylvania","1331","133","null","null","464","93","null","null","867","null","130","null",
"1400000US42101037800","Census Tract 378, Philadelphia County, Pennsylvania","856","117","null","null","461","99","null","null","395","null","107","null",
"1400000US42101037900","Census Tract 379, Philadelphia County, Pennsylvania","1988","133","null","null","1398","147","null","null","590","null","150","null",
"1400000US42101038000","Census Tract 380, Philadelphia County, Pennsylvania","835","78","null","null","525","80","null","null","310","null","90","null",
"1400000US42101038100","Census Tract 381, Philadelphia County, Pennsylvania","289","38","null","null","105","58","null","null","184","null","67","null",
"1400000US42101038200","Census Tract 382, Philadelphia County, Pennsylvania","902","92","null","null","639","101","null","null","263","null","104","null",
"1400000US42101038300","Census Tract 383, Philadelphia County, Pennsylvania","927","92","null","null","540","123","null","null","387","null","111","null",
"1400000US42101038400","Census Tract 384, Philadelphia County, Pennsylvania","902","49","null","null","720","60","null","null","182","null","64","null",
"1400000US42101038500","Census Tract 385, Philadelphia County, Pennsylvania","756","88","null","null","494","59","null","null","262","null","78","null",
"1400000US42101038600","Census Tract 386, Philadelphia County, Pennsylvania","578","37","null","null","351","70","null","null","227","null","67","null",
"1400000US42101038700","Census Tract 387, Philadelphia County, Pennsylvania","685","74","null","null","548","57","null","null","137","null","70","null",
"1400000US42101038800","Census Tract 388, Philadelphia County, Pennsylvania","1657","94","null","null","1077","117","null","null","580","null","119","null",
"1400000US42101038900","Census Tract 389, Philadelphia County, Pennsylvania","1059","109","null","null","646","101","null","null","413","null","117","null",
"1400000US42101039000","Census Tract 390, Philadelphia County, Pennsylvania","2512","156","null","null","1251","190","null","null","1261","null","194","null",
"1400000US42101980000","Census Tract 9800, Philadelphia County, Pennsylvania","206","67","null","null","41","27","null","null","165","null","71","null",
"1400000US42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","39","20","null","null","28","20","null","null","11","null","16","null",
"1400000US42101980200","Census Tract 9802, Philadelphia County, Pennsylvania","186","50","null","null","26","18","null","null","160","null","47","null",
"1400000US42101980300","Census Tract 9803, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101980400","Census Tract 9804, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101980500","Census Tract 9805, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101980600","Census Tract 9806, Philadelphia County, Pennsylvania","51","29","null","null","0","109","null","null","51","null","29","null",
"1400000US42101980700","Census Tract 9807, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101980800","Census Tract 9808, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101980900","Census Tract 9809, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
"1400000US42101989100","Census Tract 9891, Philadelphia County, Pennsylvania","0","109","null","null","0","109","null","null","0","null","109","null",
