"GEO_ID","NAME","B25077_001M","B25077_001MA","B25077_001E","B25077_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Estimate!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1400000US42101031200","Census Tract 312, Philadelphia County, Pennsylvania","5692","null","134800","null",
"1400000US42101031300","Census Tract 313, Philadelphia County, Pennsylvania","7855","null","129500","null",
"1400000US42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","6008","null","138400","null",
"1400000US42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","13295","null","128200","null",
"1400000US42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","7289","null","152000","null",
"1400000US42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","5093","null","155800","null",
"1400000US42101031600","Census Tract 316, Philadelphia County, Pennsylvania","5304","null","153100","null",
"1400000US42101031700","Census Tract 317, Philadelphia County, Pennsylvania","8897","null","133200","null",
"1400000US42101031800","Census Tract 318, Philadelphia County, Pennsylvania","8209","null","114500","null",
"1400000US42101031900","Census Tract 319, Philadelphia County, Pennsylvania","5440","null","111000","null",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","10599","null","128200","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","8455","null","107400","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","8527","null","98200","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","6334","null","117100","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","8918","null","134000","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","12693","null","118400","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","5336","null","132100","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","3182","null","156700","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","14159","null","150200","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","6819","null","210100","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","9789","null","212400","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","11024","null","190300","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","5992","null","186000","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","10759","null","221500","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","8812","null","191800","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","11290","null","199900","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","9311","null","198300","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","14013","null","195400","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","9002","null","218500","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","9856","null","208700","null",
"1400000US42101034200","Census Tract 342, Philadelphia County, Pennsylvania","11626","null","245900","null",
"1400000US42101034400","Census Tract 344, Philadelphia County, Pennsylvania","15747","null","289800","null",
"1400000US42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","39054","null","217900","null",
"1400000US42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","9340","null","182600","null",
"1400000US42101034600","Census Tract 346, Philadelphia County, Pennsylvania","30696","null","199600","null",
"1400000US42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","6705","null","211000","null",
"1400000US42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","9190","null","219800","null",
"1400000US42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","6436","null","158200","null",
"1400000US42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","11076","null","208200","null",
"1400000US42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","7248","null","208000","null",
"1400000US42101034900","Census Tract 349, Philadelphia County, Pennsylvania","10149","null","143000","null",
"1400000US42101035100","Census Tract 351, Philadelphia County, Pennsylvania","10045","null","192400","null",
"1400000US42101035200","Census Tract 352, Philadelphia County, Pennsylvania","10923","null","231500","null",
"1400000US42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","6392","null","187300","null",
"1400000US42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","9475","null","211300","null",
"1400000US42101035500","Census Tract 355, Philadelphia County, Pennsylvania","8292","null","224900","null",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","21674","null","253500","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","58981","null","278800","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","12410","null","204900","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","8292","null","218500","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","8987","null","234800","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","14261","null","240300","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","12113","null","232900","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","9645","null","224500","null",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","9355","null","196600","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","10165","null","218100","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","7333","null","211700","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","10110","null","201900","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","17569","null","197400","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","6489","null","210600","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","34962","null","255800","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","10067","null","273300","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","52941","null","436500","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","40834","null","324200","null",
"1400000US42101036900","Census Tract 369, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101037200","Census Tract 372, Philadelphia County, Pennsylvania","19393","null","178500","null",
"1400000US42101037300","Census Tract 373, Philadelphia County, Pennsylvania","18254","null","325600","null",
"1400000US42101037500","Census Tract 375, Philadelphia County, Pennsylvania","72556","null","242200","null",
"1400000US42101037600","Census Tract 376, Philadelphia County, Pennsylvania","24194","null","270700","null",
"1400000US42101037700","Census Tract 377, Philadelphia County, Pennsylvania","11638","null","67600","null",
"1400000US42101037800","Census Tract 378, Philadelphia County, Pennsylvania","44619","null","135800","null",
"1400000US42101037900","Census Tract 379, Philadelphia County, Pennsylvania","26004","null","139500","null",
"1400000US42101038000","Census Tract 380, Philadelphia County, Pennsylvania","6435","null","92600","null",
"1400000US42101038100","Census Tract 381, Philadelphia County, Pennsylvania","25789","null","158400","null",
"1400000US42101038200","Census Tract 382, Philadelphia County, Pennsylvania","7804","null","90700","null",
"1400000US42101038300","Census Tract 383, Philadelphia County, Pennsylvania","7947","null","52400","null",
"1400000US42101038400","Census Tract 384, Philadelphia County, Pennsylvania","26241","null","282500","null",
"1400000US42101038500","Census Tract 385, Philadelphia County, Pennsylvania","82850","null","534200","null",
"1400000US42101038600","Census Tract 386, Philadelphia County, Pennsylvania","158225","null","455100","null",
"1400000US42101038700","Census Tract 387, Philadelphia County, Pennsylvania","80309","null","468200","null",
"1400000US42101038800","Census Tract 388, Philadelphia County, Pennsylvania","20279","null","249200","null",
"1400000US42101038900","Census Tract 389, Philadelphia County, Pennsylvania","53071","null","180600","null",
"1400000US42101039000","Census Tract 390, Philadelphia County, Pennsylvania","5238","null","98100","null",
"1400000US42101980000","Census Tract 9800, Philadelphia County, Pennsylvania","101663","null","196600","null",
"1400000US42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","374700","null","277300","null",
"1400000US42101980200","Census Tract 9802, Philadelphia County, Pennsylvania","50734","null","476500","null",
"1400000US42101980300","Census Tract 9803, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980400","Census Tract 9804, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980500","Census Tract 9805, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980600","Census Tract 9806, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980700","Census Tract 9807, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980800","Census Tract 9808, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980900","Census Tract 9809, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101989100","Census Tract 9891, Philadelphia County, Pennsylvania","**","**","-","-",
