"GEO_ID","NAME","B19013_001M","B19013_001MA","B19013_001E","B19013_001EA",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","4058","null","38592","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","6202","null","34556","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","9430","null","35518","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","3412","null","36696","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","7770","null","37057","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","7192","null","31250","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","3314","null","38670","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","7451","null","53938","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","5101","null","45603","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","14639","null","62778","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","4265","null","41639","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","3237","null","42108","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","8040","null","44567","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","12056","null","50536","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","5495","null","27241","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","10625","null","52394","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","10559","null","47316","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","14892","null","55729","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","9372","null","61037","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","5272","null","50000","null",
"1400000US42101034200","Census Tract 342, Philadelphia County, Pennsylvania","7634","null","52899","null",
"1400000US42101034400","Census Tract 344, Philadelphia County, Pennsylvania","8952","null","78914","null",
"1400000US42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","4245","null","25484","null",
"1400000US42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","7491","null","40479","null",
"1400000US42101034600","Census Tract 346, Philadelphia County, Pennsylvania","5005","null","33981","null",
"1400000US42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","6842","null","45800","null",
"1400000US42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","4890","null","69981","null",
"1400000US42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","3731","null","42470","null",
"1400000US42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","9014","null","52383","null",
"1400000US42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","6576","null","56667","null",
"1400000US42101034900","Census Tract 349, Philadelphia County, Pennsylvania","11188","null","37923","null",
"1400000US42101035100","Census Tract 351, Philadelphia County, Pennsylvania","7920","null","45536","null",
"1400000US42101035200","Census Tract 352, Philadelphia County, Pennsylvania","8828","null","67386","null",
"1400000US42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","7343","null","63841","null",
"1400000US42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","5230","null","55172","null",
"1400000US42101035500","Census Tract 355, Philadelphia County, Pennsylvania","5812","null","52885","null",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","14009","null","50518","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","12681","null","68523","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","3538","null","38237","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","10380","null","39597","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","9714","null","62621","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","5153","null","51128","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","6544","null","59304","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","9315","null","51432","null",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","2329","null","50960","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","9974","null","61513","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","10662","null","47014","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","13740","null","54569","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","12345","null","60000","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","5320","null","62147","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","9388","null","47960","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","12002","null","69939","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","36201","null","130139","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","21344","null","67875","null",
"1400000US42101036900","Census Tract 369, Philadelphia County, Pennsylvania","32172","null","33631","null",
"1400000US42101037200","Census Tract 372, Philadelphia County, Pennsylvania","4680","null","43154","null",
"1400000US42101037300","Census Tract 373, Philadelphia County, Pennsylvania","6847","null","50423","null",
"1400000US42101037500","Census Tract 375, Philadelphia County, Pennsylvania","17216","null","70157","null",
"1400000US42101037600","Census Tract 376, Philadelphia County, Pennsylvania","4844","null","47578","null",
"1400000US42101037700","Census Tract 377, Philadelphia County, Pennsylvania","2990","null","13003","null",
"1400000US42101037800","Census Tract 378, Philadelphia County, Pennsylvania","9670","null","37135","null",
"1400000US42101037900","Census Tract 379, Philadelphia County, Pennsylvania","6468","null","37753","null",
"1400000US42101038000","Census Tract 380, Philadelphia County, Pennsylvania","12782","null","37702","null",
"1400000US42101038100","Census Tract 381, Philadelphia County, Pennsylvania","7772","null","16192","null",
"1400000US42101038200","Census Tract 382, Philadelphia County, Pennsylvania","5712","null","23413","null",
"1400000US42101038300","Census Tract 383, Philadelphia County, Pennsylvania","8048","null","21902","null",
"1400000US42101038400","Census Tract 384, Philadelphia County, Pennsylvania","21111","null","76071","null",
"1400000US42101038500","Census Tract 385, Philadelphia County, Pennsylvania","16999","null","85481","null",
"1400000US42101038600","Census Tract 386, Philadelphia County, Pennsylvania","24377","null","88780","null",
"1400000US42101038700","Census Tract 387, Philadelphia County, Pennsylvania","21340","null","95083","null",
"1400000US42101038800","Census Tract 388, Philadelphia County, Pennsylvania","15264","null","73194","null",
"1400000US42101038900","Census Tract 389, Philadelphia County, Pennsylvania","10524","null","47550","null",
"1400000US42101039000","Census Tract 390, Philadelphia County, Pennsylvania","5530","null","35036","null",
"1400000US42101980000","Census Tract 9800, Philadelphia County, Pennsylvania","31446","null","9286","null",
"1400000US42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","61662","null","45114","null",
"1400000US42101980200","Census Tract 9802, Philadelphia County, Pennsylvania","12935","null","31667","null",
"1400000US42101980300","Census Tract 9803, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980400","Census Tract 9804, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980500","Census Tract 9805, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980600","Census Tract 9806, Philadelphia County, Pennsylvania","54076","null","90156","null",
"1400000US42101980700","Census Tract 9807, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980800","Census Tract 9808, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980900","Census Tract 9809, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101989100","Census Tract 9891, Philadelphia County, Pennsylvania","**","**","-","-",
