"GEO_ID","NAME","B19113_001M","B19113_001MA","B19113_001E","B19113_001EA",
"1400000US42101029900","Census Tract 299, Philadelphia County, Pennsylvania","4363","null","24517","null",
"1400000US42101030000","Census Tract 300, Philadelphia County, Pennsylvania","10812","null","28044","null",
"1400000US42101030100","Census Tract 301, Philadelphia County, Pennsylvania","12101","null","40800","null",
"1400000US42101030200","Census Tract 302, Philadelphia County, Pennsylvania","7753","null","38244","null",
"1400000US42101030501","Census Tract 305.01, Philadelphia County, Pennsylvania","14175","null","41250","null",
"1400000US42101030502","Census Tract 305.02, Philadelphia County, Pennsylvania","13438","null","57797","null",
"1400000US42101030600","Census Tract 306, Philadelphia County, Pennsylvania","7741","null","63450","null",
"1400000US42101030700","Census Tract 307, Philadelphia County, Pennsylvania","7460","null","54970","null",
"1400000US42101030800","Census Tract 308, Philadelphia County, Pennsylvania","5819","null","65442","null",
"1400000US42101030900","Census Tract 309, Philadelphia County, Pennsylvania","15061","null","36820","null",
"1400000US42101031000","Census Tract 310, Philadelphia County, Pennsylvania","8845","null","55440","null",
"1400000US42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania","7028","null","38750","null",
"1400000US42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania","12340","null","30859","null",
"1400000US42101031200","Census Tract 312, Philadelphia County, Pennsylvania","19854","null","50410","null",
"1400000US42101031300","Census Tract 313, Philadelphia County, Pennsylvania","9197","null","35609","null",
"1400000US42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","6282","null","34009","null",
"1400000US42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","7679","null","50481","null",
"1400000US42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","8680","null","64113","null",
"1400000US42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","19465","null","65065","null",
"1400000US42101031600","Census Tract 316, Philadelphia County, Pennsylvania","14456","null","49631","null",
