"GEO_ID","NAME","B19113_001M","B19113_001MA","B19113_001E","B19113_001EA",
"1400000US42101031700","Census Tract 317, Philadelphia County, Pennsylvania","8434","null","45980","null",
"1400000US42101031800","Census Tract 318, Philadelphia County, Pennsylvania","17257","null","51827","null",
"1400000US42101031900","Census Tract 319, Philadelphia County, Pennsylvania","9689","null","43399","null",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","9300","null","43088","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","9975","null","37308","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","11594","null","47438","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","13664","null","45163","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","13054","null","49241","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","15599","null","44112","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","7558","null","40426","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","5631","null","68198","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","11155","null","61225","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","18265","null","76103","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","13192","null","69792","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","24157","null","52500","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","6418","null","48431","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","23164","null","68015","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","9455","null","46528","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","11043","null","65063","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","8027","null","59717","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","12208","null","74468","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","26561","null","77450","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","5073","null","67966","null",
"1400000US42101034200","Census Tract 342, Philadelphia County, Pennsylvania","24647","null","61458","null",
"1400000US42101034400","Census Tract 344, Philadelphia County, Pennsylvania","11357","null","92115","null",
"1400000US42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","3855","null","27996","null",
"1400000US42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","5744","null","52991","null",
"1400000US42101034600","Census Tract 346, Philadelphia County, Pennsylvania","9623","null","49688","null",
"1400000US42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","17749","null","60909","null",
"1400000US42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","9155","null","81020","null",
"1400000US42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","12560","null","68393","null",
"1400000US42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","9558","null","74447","null",
"1400000US42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","13056","null","60714","null",
"1400000US42101034900","Census Tract 349, Philadelphia County, Pennsylvania","17026","null","41923","null",
"1400000US42101035100","Census Tract 351, Philadelphia County, Pennsylvania","19119","null","72717","null",
"1400000US42101035200","Census Tract 352, Philadelphia County, Pennsylvania","5805","null","78385","null",
"1400000US42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","8453","null","71204","null",
"1400000US42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","6258","null","63629","null",
"1400000US42101035500","Census Tract 355, Philadelphia County, Pennsylvania","18231","null","65329","null",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","16595","null","84400","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","24309","null","84375","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","9334","null","49702","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","11016","null","58520","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","6549","null","75594","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","16690","null","74316","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","13801","null","73611","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","8555","null","57333","null",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","6488","null","65302","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","19435","null","80612","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","15781","null","73606","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","11247","null","70750","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","9280","null","63567","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","16550","null","66639","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","13911","null","81250","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","8809","null","81725","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","143422","null","129479","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","25680","null","90893","null",
"1400000US42101036900","Census Tract 369, Philadelphia County, Pennsylvania","44286","null","73889","null",
"1400000US42101037200","Census Tract 372, Philadelphia County, Pennsylvania","8965","null","49091","null",
"1400000US42101037300","Census Tract 373, Philadelphia County, Pennsylvania","18002","null","63625","null",
"1400000US42101037500","Census Tract 375, Philadelphia County, Pennsylvania","22830","null","72383","null",
"1400000US42101037600","Census Tract 376, Philadelphia County, Pennsylvania","45110","null","59233","null",
"1400000US42101037700","Census Tract 377, Philadelphia County, Pennsylvania","17682","null","19607","null",
"1400000US42101037800","Census Tract 378, Philadelphia County, Pennsylvania","16768","null","48125","null",
"1400000US42101037900","Census Tract 379, Philadelphia County, Pennsylvania","8068","null","46530","null",
"1400000US42101038000","Census Tract 380, Philadelphia County, Pennsylvania","9535","null","52917","null",
"1400000US42101038100","Census Tract 381, Philadelphia County, Pennsylvania","14685","null","35759","null",
"1400000US42101038200","Census Tract 382, Philadelphia County, Pennsylvania","6899","null","23011","null",
"1400000US42101038300","Census Tract 383, Philadelphia County, Pennsylvania","10026","null","18292","null",
"1400000US42101038400","Census Tract 384, Philadelphia County, Pennsylvania","10093","null","99514","null",
"1400000US42101038500","Census Tract 385, Philadelphia County, Pennsylvania","31049","null","181750","null",
"1400000US42101038600","Census Tract 386, Philadelphia County, Pennsylvania","26696","null","129583","null",
"1400000US42101038700","Census Tract 387, Philadelphia County, Pennsylvania","53934","null","148056","null",
"1400000US42101038800","Census Tract 388, Philadelphia County, Pennsylvania","13035","null","109926","null",
"1400000US42101038900","Census Tract 389, Philadelphia County, Pennsylvania","3263","null","56550","null",
"1400000US42101039000","Census Tract 390, Philadelphia County, Pennsylvania","8339","null","36048","null",
"1400000US42101980000","Census Tract 9800, Philadelphia County, Pennsylvania","181277","null","88438","null",
"1400000US42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980200","Census Tract 9802, Philadelphia County, Pennsylvania","31900","null","40104","null",
"1400000US42101980300","Census Tract 9803, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980400","Census Tract 9804, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980500","Census Tract 9805, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980600","Census Tract 9806, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980700","Census Tract 9807, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980800","Census Tract 9808, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101980900","Census Tract 9809, Philadelphia County, Pennsylvania","**","**","-","-",
"1400000US42101989100","Census Tract 9891, Philadelphia County, Pennsylvania","**","**","-","-",
