"GEO_ID","NAME","B03002_001E","B03002_001EA","B03002_001M","B03002_001MA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008EA","B03002_008M","B03002_008MA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Annotation of Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Annotation of Margin of Error!!Total:!!Hispanic or Latino:","Annotation of Estimate!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US42101000101","Census Tract 1.01, Philadelphia County, Pennsylvania","1879","null","311","null","1656","null","302","null","1348","null","276","null","98","111","null","null","0","null","11","null","196","null","131","null","0","11","null","null","0","null","11","null","14","null","23","null","0","null","11","null","14","null","23","null","223","186","null","null","212","null","190","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","11","null","20","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000102","Census Tract 1.02, Philadelphia County, Pennsylvania","2988","null","446","null","2850","null","442","null","2533","null","431","null","184","182","null","null","0","null","11","null","58","null","63","null","0","11","null","null","0","null","11","null","75","null","85","null","0","null","11","null","75","null","85","null","138","84","null","null","107","null","69","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","31","null","52","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000200","Census Tract 2, Philadelphia County, Pennsylvania","3175","null","620","null","2907","null","666","null","796","null","450","null","170","99","null","null","0","null","11","null","1898","null","510","null","0","11","null","null","0","null","11","null","43","null","75","null","0","null","11","null","43","null","75","null","268","179","null","null","106","null","80","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","50","null","104","null","112","null","120","null","35","50","null","null","77","77","null","null",
"1400000US42101000300","Census Tract 3, Philadelphia County, Pennsylvania","3586","null","514","null","3410","null","518","null","2073","null","279","null","182","90","null","null","0","null","11","null","581","null","203","null","20","26","null","null","19","null","28","null","535","null","446","null","10","null","16","null","525","null","446","null","176","102","null","null","134","null","81","null","18","null","29","null","6","null","12","null","0","11","null","null","0","null","11","null","12","null","19","null","6","null","10","null","0","11","null","null","6","10","null","null",
"1400000US42101000401","Census Tract 4.01, Philadelphia County, Pennsylvania","2577","null","464","null","2476","null","463","null","1524","null","316","null","396","283","null","null","0","null","11","null","478","null","162","null","0","11","null","null","0","null","11","null","78","null","45","null","0","null","11","null","78","null","45","null","101","41","null","null","56","null","50","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","45","null","45","null","36","43","null","null","9","14","null","null",
"1400000US42101000403","Census Tract 4.03, Philadelphia County, Pennsylvania","775","null","343","null","702","null","342","null","624","null","337","null","28","47","null","null","0","null","11","null","50","null","63","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","73","95","null","null","73","null","95","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000404","Census Tract 4.04, Philadelphia County, Pennsylvania","3383","null","293","null","3346","null","292","null","2777","null","304","null","177","98","null","null","0","null","11","null","350","null","149","null","0","11","null","null","0","null","11","null","42","null","68","null","0","null","11","null","42","null","68","null","37","32","null","null","37","null","32","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000500","Census Tract 5, Philadelphia County, Pennsylvania","2826","null","446","null","2458","null","389","null","966","null","195","null","830","280","null","null","40","null","48","null","384","null","134","null","0","11","null","null","0","null","11","null","238","null","121","null","27","null","34","null","211","null","116","null","368","155","null","null","285","null","121","null","35","null","39","null","0","null","11","null","0","11","null","null","0","null","11","null","48","null","51","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000600","Census Tract 6, Philadelphia County, Pennsylvania","1312","null","237","null","1209","null","220","null","923","null","204","null","122","74","null","null","0","null","11","null","164","null","102","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","103","66","null","null","80","null","59","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","23","null","34","null","23","34","null","null","0","11","null","null",
"1400000US42101000701","Census Tract 7.01, Philadelphia County, Pennsylvania","1665","null","304","null","1587","null","308","null","1299","null","306","null","23","28","null","null","0","null","11","null","265","null","141","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","null","11","null","78","65","null","null","50","null","38","null","0","null","11","null","0","null","11","null","28","43","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000702","Census Tract 7.02, Philadelphia County, Pennsylvania","2114","null","518","null","1924","null","485","null","985","null","191","null","218","150","null","null","0","null","11","null","648","null","431","null","9","17","null","null","0","null","11","null","64","null","57","null","0","null","11","null","64","null","57","null","190","169","null","null","91","null","97","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","99","null","137","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000801","Census Tract 8.01, Philadelphia County, Pennsylvania","1631","null","351","null","1562","null","348","null","1292","null","296","null","26","40","null","null","0","null","11","null","132","null","78","null","0","11","null","null","0","null","11","null","112","null","107","null","0","null","11","null","112","null","107","null","69","58","null","null","69","null","58","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000803","Census Tract 8.03, Philadelphia County, Pennsylvania","2921","null","542","null","2792","null","562","null","2285","null","465","null","83","56","null","null","0","null","11","null","323","null","180","null","0","11","null","null","31","null","34","null","70","null","56","null","0","null","11","null","70","null","56","null","129","81","null","null","76","null","62","null","20","null","34","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","33","null","38","null","13","21","null","null","20","32","null","null",
"1400000US42101000805","Census Tract 8.05, Philadelphia County, Pennsylvania","2642","null","464","null","2523","null","449","null","2006","null","436","null","43","68","null","null","0","null","11","null","357","null","196","null","0","11","null","null","0","null","11","null","117","null","107","null","0","null","11","null","117","null","107","null","119","80","null","null","50","null","46","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","50","null","53","null","19","null","30","null","0","11","null","null","19","30","null","null",
"1400000US42101000806","Census Tract 8.06, Philadelphia County, Pennsylvania","2149","null","369","null","2045","null","377","null","1686","null","343","null","22","36","null","null","0","null","11","null","293","null","158","null","0","11","null","null","0","null","11","null","44","null","35","null","0","null","11","null","44","null","35","null","104","88","null","null","74","null","75","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","30","null","49","null","30","49","null","null","0","11","null","null",
"1400000US42101000901","Census Tract 9.01, Philadelphia County, Pennsylvania","1976","null","328","null","1913","null","325","null","1435","null","284","null","124","79","null","null","0","null","11","null","337","null","152","null","0","11","null","null","0","null","11","null","17","null","20","null","0","null","11","null","17","null","20","null","63","51","null","null","56","null","50","null","0","null","11","null","0","null","11","null","7","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101000902","Census Tract 9.02, Philadelphia County, Pennsylvania","2764","null","471","null","2621","null","468","null","1877","null","415","null","151","78","null","null","49","null","73","null","486","null","214","null","0","11","null","null","0","null","11","null","58","null","32","null","12","null","18","null","46","null","30","null","143","135","null","null","28","null","22","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","96","null","139","null","19","null","30","null","19","30","null","null","0","11","null","null",
"1400000US42101001001","Census Tract 10.01, Philadelphia County, Pennsylvania","2816","null","492","null","2751","null","496","null","2602","null","513","null","8","13","null","null","0","null","11","null","77","null","53","null","8","13","null","null","0","null","11","null","56","null","69","null","0","null","11","null","56","null","69","null","65","59","null","null","56","null","58","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","9","null","14","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001002","Census Tract 10.02, Philadelphia County, Pennsylvania","3158","null","382","null","3053","null","382","null","2775","null","361","null","84","79","null","null","0","null","11","null","137","null","91","null","0","11","null","null","0","null","11","null","57","null","41","null","0","null","11","null","57","null","41","null","105","61","null","null","104","null","61","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","1","null","2","null","0","11","null","null","1","2","null","null",
"1400000US42101001101","Census Tract 11.01, Philadelphia County, Pennsylvania","4072","null","655","null","3883","null","624","null","2664","null","440","null","587","475","null","null","0","null","11","null","387","null","232","null","0","11","null","null","40","null","52","null","205","null","192","null","0","null","11","null","205","null","192","null","189","114","null","null","82","null","71","null","12","null","17","null","0","null","11","null","0","11","null","null","0","null","11","null","83","null","81","null","12","null","17","null","6","11","null","null","6","13","null","null",
"1400000US42101001102","Census Tract 11.02, Philadelphia County, Pennsylvania","2532","null","430","null","2487","null","432","null","2071","null","408","null","132","92","null","null","0","null","11","null","202","null","89","null","0","11","null","null","0","null","11","null","82","null","69","null","0","null","11","null","82","null","69","null","45","34","null","null","31","null","29","null","0","null","11","null","0","null","11","null","9","15","null","null","0","null","11","null","0","null","11","null","5","null","8","null","5","8","null","null","0","11","null","null",
"1400000US42101001201","Census Tract 12.01, Philadelphia County, Pennsylvania","4085","null","728","null","3853","null","724","null","3150","null","689","null","160","151","null","null","17","null","30","null","242","null","126","null","0","11","null","null","13","null","21","null","271","null","268","null","13","null","22","null","258","null","264","null","232","199","null","null","215","null","195","null","13","null","21","null","0","null","11","null","0","11","null","null","0","null","11","null","4","null","9","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001203","Census Tract 12.03, Philadelphia County, Pennsylvania","1827","null","306","null","1603","null","275","null","1412","null","269","null","37","36","null","null","0","null","11","null","109","null","73","null","0","11","null","null","0","null","11","null","45","null","45","null","0","null","11","null","45","null","45","null","224","125","null","null","184","null","126","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","40","null","66","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001204","Census Tract 12.04, Philadelphia County, Pennsylvania","3156","null","364","null","2949","null","348","null","2459","null","374","null","142","90","null","null","6","null","12","null","268","null","110","null","17","25","null","null","0","null","11","null","57","null","50","null","0","null","11","null","57","null","50","null","207","124","null","null","108","null","91","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","15","null","23","null","84","null","72","null","26","40","null","null","58","65","null","null",
"1400000US42101001301","Census Tract 13.01, Philadelphia County, Pennsylvania","1672","null","660","null","1624","null","654","null","1135","null","614","null","339","206","null","null","0","null","11","null","60","null","75","null","0","11","null","null","0","null","11","null","90","null","102","null","0","null","11","null","90","null","102","null","48","62","null","null","28","null","49","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","20","null","33","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001302","Census Tract 13.02, Philadelphia County, Pennsylvania","5213","null","1150","null","4980","null","1171","null","3561","null","1133","null","1059","430","null","null","0","null","15","null","232","null","108","null","0","15","null","null","0","null","15","null","128","null","94","null","0","null","15","null","128","null","94","null","233","125","null","null","185","null","98","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","30","null","36","null","18","null","32","null","18","32","null","null","0","15","null","null",
"1400000US42101001400","Census Tract 14, Philadelphia County, Pennsylvania","4100","null","797","null","4047","null","796","null","2520","null","320","null","1124","692","null","null","0","null","11","null","260","null","246","null","0","11","null","null","36","null","81","null","107","null","111","null","44","null","72","null","63","null","78","null","53","48","null","null","10","null","15","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","25","null","40","null","18","null","25","null","3","8","null","null","15","24","null","null",
"1400000US42101001500","Census Tract 15, Philadelphia County, Pennsylvania","3260","null","681","null","3075","null","673","null","1857","null","247","null","872","653","null","null","0","null","11","null","280","null","143","null","0","11","null","null","0","null","11","null","66","null","37","null","0","null","11","null","66","null","37","null","185","122","null","null","68","null","58","null","0","null","11","null","0","null","11","null","35","54","null","null","0","null","11","null","0","null","11","null","82","null","82","null","13","21","null","null","69","69","null","null",
"1400000US42101001600","Census Tract 16, Philadelphia County, Pennsylvania","2481","null","409","null","2381","null","402","null","2087","null","427","null","123","107","null","null","0","null","11","null","99","null","97","null","0","11","null","null","9","null","14","null","63","null","44","null","7","null","13","null","56","null","42","null","100","68","null","null","87","null","64","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","13","null","22","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001700","Census Tract 17, Philadelphia County, Pennsylvania","3039","null","610","null","2895","null","613","null","2103","null","216","null","216","133","null","null","0","null","11","null","37","null","33","null","0","11","null","null","0","null","11","null","539","null","572","null","356","null","582","null","183","null","106","null","144","98","null","null","112","null","93","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","29","null","25","null","3","null","5","null","0","11","null","null","3","5","null","null",
"1400000US42101001800","Census Tract 18, Philadelphia County, Pennsylvania","3081","null","364","null","3034","null","365","null","2250","null","353","null","542","146","null","null","0","null","11","null","173","null","92","null","0","11","null","null","0","null","11","null","69","null","56","null","0","null","11","null","69","null","56","null","47","34","null","null","31","null","32","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","16","null","17","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101001900","Census Tract 19, Philadelphia County, Pennsylvania","3995","null","543","null","3779","null","544","null","2131","null","342","null","1166","341","null","null","0","null","11","null","391","null","299","null","0","11","null","null","0","null","11","null","91","null","102","null","0","null","11","null","91","null","102","null","216","153","null","null","92","null","84","null","35","null","49","null","0","null","11","null","0","11","null","null","0","null","11","null","16","null","18","null","73","null","71","null","22","29","null","null","51","67","null","null",
"1400000US42101002000","Census Tract 20, Philadelphia County, Pennsylvania","1882","null","345","null","1842","null","342","null","537","null","126","null","1119","318","null","null","8","null","14","null","113","null","75","null","0","11","null","null","0","null","11","null","65","null","61","null","0","null","11","null","65","null","61","null","40","28","null","null","10","null","12","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","30","null","26","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101002100","Census Tract 21, Philadelphia County, Pennsylvania","2321","null","362","null","2249","null","361","null","850","null","180","null","1171","274","null","null","0","null","11","null","168","null","166","null","0","11","null","null","4","null","6","null","56","null","70","null","2","null","3","null","54","null","70","null","72","50","null","null","46","null","42","null","5","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","11","null","16","null","10","null","14","null","0","11","null","null","10","14","null","null",
"1400000US42101002200","Census Tract 22, Philadelphia County, Pennsylvania","2669","null","479","null","2619","null","479","null","1065","null","172","null","1400","455","null","null","0","null","11","null","117","null","75","null","0","11","null","null","22","null","33","null","15","null","22","null","0","null","11","null","15","null","22","null","50","39","null","null","37","null","35","null","9","null","15","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","4","null","7","null","4","7","null","null","0","11","null","null",
"1400000US42101002300","Census Tract 23, Philadelphia County, Pennsylvania","2977","null","583","null","2730","null","597","null","1950","null","375","null","48","70","null","null","0","null","11","null","699","null","377","null","0","11","null","null","0","null","11","null","33","null","27","null","8","null","13","null","25","null","23","null","247","164","null","null","212","null","160","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","35","null","40","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101002400","Census Tract 24, Philadelphia County, Pennsylvania","4892","null","544","null","4419","null","599","null","3395","null","550","null","370","258","null","null","0","null","11","null","465","null","267","null","0","11","null","null","0","null","11","null","189","null","158","null","35","null","47","null","154","null","148","null","473","425","null","null","395","null","418","null","22","null","36","null","0","null","11","null","0","11","null","null","0","null","11","null","56","null","93","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101002500","Census Tract 25, Philadelphia County, Pennsylvania","4199","null","571","null","3791","null","475","null","2416","null","436","null","721","328","null","null","23","null","33","null","547","null","250","null","0","11","null","null","0","null","11","null","84","null","70","null","7","null","12","null","77","null","69","null","408","234","null","null","260","null","194","null","10","null","15","null","0","null","11","null","22","34","null","null","0","null","11","null","53","null","45","null","63","null","70","null","2","6","null","null","61","70","null","null",
"1400000US42101002701","Census Tract 27.01, Philadelphia County, Pennsylvania","4098","null","671","null","3313","null","507","null","2389","null","518","null","368","102","null","null","0","null","11","null","429","null","243","null","0","11","null","null","38","null","57","null","89","null","88","null","0","null","11","null","89","null","88","null","785","524","null","null","475","null","423","null","60","null","96","null","33","null","93","null","0","11","null","null","0","null","11","null","153","null","224","null","64","null","85","null","64","85","null","null","0","11","null","null",
"1400000US42101002702","Census Tract 27.02, Philadelphia County, Pennsylvania","4300","null","542","null","3975","null","540","null","3563","null","539","null","124","88","null","null","0","null","11","null","167","null","134","null","0","11","null","null","0","null","11","null","121","null","75","null","21","null","32","null","100","null","72","null","325","206","null","null","117","null","90","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","183","null","199","null","25","null","37","null","0","11","null","null","25","37","null","null",
"1400000US42101002801","Census Tract 28.01, Philadelphia County, Pennsylvania","4452","null","739","null","3249","null","570","null","1620","null","438","null","294","333","null","null","23","null","36","null","1232","null","468","null","0","11","null","null","0","null","11","null","80","null","117","null","0","null","11","null","80","null","117","null","1203","672","null","null","499","null","491","null","18","null","28","null","2","null","7","null","0","11","null","null","0","null","11","null","647","null","483","null","37","null","41","null","13","20","null","null","24","36","null","null",
"1400000US42101002802","Census Tract 28.02, Philadelphia County, Pennsylvania","5772","null","879","null","5087","null","942","null","3429","null","801","null","221","213","null","null","0","null","15","null","1351","null","631","null","0","15","null","null","0","null","15","null","86","null","80","null","44","null","69","null","42","null","43","null","685","513","null","null","289","null","214","null","289","null","394","null","0","null","15","null","0","15","null","null","0","null","15","null","53","null","181","null","54","null","69","null","54","69","null","null","0","15","null","null",
"1400000US42101002900","Census Tract 29, Philadelphia County, Pennsylvania","3762","null","713","null","3218","null","520","null","2728","null","476","null","50","56","null","null","0","null","11","null","252","null","185","null","0","11","null","null","0","null","11","null","188","null","158","null","103","null","131","null","85","null","85","null","544","532","null","null","290","null","415","null","35","null","56","null","0","null","11","null","0","11","null","null","0","null","11","null","11","null","19","null","208","null","264","null","159","252","null","null","49","77","null","null",
"1400000US42101003001","Census Tract 30.01, Philadelphia County, Pennsylvania","3722","null","500","null","3511","null","474","null","1295","null","282","null","718","282","null","null","0","null","11","null","1325","null","283","null","0","11","null","null","1","null","3","null","172","null","121","null","0","null","11","null","172","null","121","null","211","149","null","null","106","null","89","null","0","null","11","null","1","null","3","null","0","11","null","null","0","null","11","null","104","null","92","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101003002","Census Tract 30.02, Philadelphia County, Pennsylvania","2961","null","470","null","2688","null","396","null","1075","null","212","null","1221","245","null","null","13","null","21","null","275","null","246","null","0","11","null","null","30","null","50","null","74","null","99","null","0","null","11","null","74","null","99","null","273","256","null","null","20","null","23","null","41","null","67","null","0","null","11","null","0","11","null","null","0","null","11","null","204","null","276","null","8","null","14","null","0","11","null","null","8","14","null","null",
"1400000US42101003100","Census Tract 31, Philadelphia County, Pennsylvania","4575","null","932","null","4203","null","941","null","1095","null","280","null","2796","911","null","null","56","null","92","null","140","null","130","null","0","11","null","null","0","null","11","null","116","null","93","null","18","null","27","null","98","null","90","null","372","233","null","null","192","null","95","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","156","null","186","null","24","null","37","null","24","37","null","null","0","11","null","null",
"1400000US42101003200","Census Tract 32, Philadelphia County, Pennsylvania","4100","null","800","null","3792","null","706","null","467","null","197","null","2731","602","null","null","0","null","11","null","387","null","370","null","0","11","null","null","5","null","8","null","202","null","175","null","100","null","166","null","102","null","82","null","308","318","null","null","104","null","151","null","0","null","11","null","13","null","19","null","0","11","null","null","0","null","11","null","191","null","282","null","0","null","11","null","0","11","null","null","0","11","null","null",
"1400000US42101003300","Census Tract 33, Philadelphia County, Pennsylvania","6417","null","1336","null","5510","null","1267","null","2364","null","949","null","2640","808","null","null","0","null","15","null","440","null","281","null","0","15","null","null","0","null","15","null","66","null","92","null","0","null","15","null","66","null","92","null","907","581","null","null","508","null","436","null","104","null","134","null","0","null","15","null","0","15","null","null","0","null","15","null","150","null","255","null","145","null","156","null","64","101","null","null","81","128","null","null",
"1400000US42101003600","Census Tract 36, Philadelphia County, Pennsylvania","7109","null","1448","null","7012","null","1393","null","1537","null","267","null","4068","1295","null","null","74","null","89","null","1263","null","550","null","0","15","null","null","0","null","15","null","70","null","92","null","0","null","15","null","70","null","92","null","97","109","null","null","0","null","15","null","74","null","100","null","0","null","15","null","23","39","null","null","0","null","15","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null",
